playcount,name,tags,similar_artists
1,Salvia Plath,"psychedelic, Lo-Fi, Stoner Rock, psychedelic pop, indie","Jonathan Rado, Maston, Happy Jawbone Family Band, Conspiracy Of Owls, Trance Farmers, Run DMT, Icarus Himself, MMOSS, Dada Plan, Pierre Cavalli"
1,Sam Reed Band,"funk, onetaketapes","Hidden Cost, Interpretations, Electric Indian, Alliance (Electric Indian), Daley Diggers, The Hidden Cost, The Soul Investigators, The Fabulous Three, Race Street Chinatown Band, Lee Fields & the Explorers"
1,Samuca e a Selva,"soul, alternative, latin, groove, brazilian","Charlie e os Marretas, Daniel Groove, Tono, Aíla, Tony Bizarro, Simonami, Garotas Suecas, Trio Ternura, Heart-Shaped Tracks, Do Amor"
1,Santiago,"seen live, pop, soul, indie rock, funk","Mecna, Marianne Mirage, Jangy Leeon, Maruego, Jupiter & Okwess International, Musteeno, Kasper Winding, Francesco Paura, Gilmar, Federation of the Disco Pimp"
1,Sarah Vaughan,"jazz, female vocalists, jazz vocal, blues, vocal jazz","Anita O'Day, Dinah Washington, Carmen McRae, Ella Fitzgerald, Billie Holiday, Nancy Wilson, Helen Merrill, Abbey Lincoln, Betty Carter, Julie London"
1,Scientist & Jammy & The Roots Radics,"dub, roots, jamaican, fave bands","Junior Byles & Lee Perry, Lloyd's All Stars, The Jahlights, Lloyds All Stars, Johnny Clarke & The Aggrovators, Tommy McCook & The Aggrovators, Scientist & Prince Jammy, Velvet Shadows, Gregory Isaacs All Stars, The Observer All Stars"
1,Sean Nicholas Savage,"seen live, indie pop, Lo-Fi, pop, indie","TOPS, Part Time, Tonstartssbandht, John Maus, Ariel Pink's Haunted Graffiti, Ariel Pink, infinite bisous, Soft Hair, Homeshake, Mr Twin Sister"
1,Seu Jorge,"brazilian, samba, folk, brasil, brazil","Djavan, Tim Maia, Zeca Pagodinho, Jorge Ben, Marcelo D2, Diogo Nogueira, Criolo, Cartola, Grupo Revelação, Ana Carolina"
1,Shintaro Sakamoto,"japan, Funk Rock, pop, rock, japanese","Kikagaku Moyo, Yasuaki Shimizu, Boys Age, Arthur, A. Savage, Still Woozy, Total Giovanni, Jerry Paper, Soft Hair, Drugdealer"
1,Shuggie Otis,"soul, funk, blues, psychedelic, 70s","Cymande, Darondo, Sly & The Family Stone, The Meters, Gil Scott-Heron, Curtis Mayfield, Isaac Hayes, Donny Hathaway, Al Green, Funkadelic"
1,Siba,"idm, pernambuco, electronic, mangue beat, electronica","Eddie, Otto, Lula Queiroga, Chico Science & Nação Zumbi, Ednardo, Geraldo Azevedo, China, Siba & Barachinha, Siba e a Fuloresta, Maciel Salu"
1,Simon Haseley,"jazz, funk, library music, groove, Library","Steve Gray, Guy Pedersen, David Lindup, Peter Reno, Johnny Hawksworth, James Clarke, Bernard Wystraete, Duncan Lamont, Janne Schatter, Daniel Janin"
1,Síntesis,"cuba, Progressive rock, funk, cuban, Afro-Cuban","Polito Ibañez, Los 5-U-4, X Alfonso, Mirtha Y Raul, Grupo Los Yoyi, Grupo Monumental, Interactivo, Combo Tiempos Nuevos, Ricardo Eddy Martinez, Gerardo Alfonso"
1,"Slackers,The","ska, seen live, reggae, rocksteady, traditional ska","The Aggrolites, Hepcat, Westbound Train, The Pietasters, The Toasters, Mad Caddies, Big D And The Kids Table, Laurel Aitken, The Mighty Mighty Bosstones, The Planet Smashers"
1,Smith,"classic rock, rock, 60s, Soundtrack, female vocalists","Pacific Gas & Electric, Steppenwolf, Dave Dee, Dozy, Beaky, Mick & Tich, Jackie DeShannon, Shocking Blue, The Music Explosion, Blood, Sweat & Tears, Tommy James & The Shondells, The Youngbloods, Three Dog Night"
1,Snowman,"seen live, alternative, polish, australian, alternative rock","Muchy, Organek, Mela Koteluk, Kortez, Skubas, Coma, Artur Rojek, Krzysztof Zalewski, Hey, Strachy Na Lachy"
1,Soccer Mommy,"seen live, indie, indie pop, singer-songwriter, Lo-Fi","Snail Mail, Phoebe Bridgers, Lucy Dacus, Julien Baker, Japanese Breakfast, Waxahatchee, Frankie Cosmos, Girlpool, Mitski, Anna Burch"
1,St Francis Hotel,,"Goldtop, The Guggenheim Grotto, Midi Matilda, Драгни, Bleeker, THE S.L.P., Stabilo, Klangstof, DEAD POET SOCIETY, Sam Cohen"
1,Stanley Clarke,"jazz, bass, Fusion, jazz fusion, funk","Marcus Miller, George Duke, Billy Cobham, The Stanley Clarke Band, Victor Wooten, Return to Forever, Yellowjackets, Weather Report, Lee Ritenour, Jaco Pastorius"
1,Stephen Malkmus & The Jicks,"seen live, indie rock, indie, alternative, rock","Stephen Malkmus, Pavement, Silver Jews, Superchunk, Eleanor Friedberger, Built to Spill, Parquet Courts, Guided by Voices, Sebadoh, The Sea and Cake"
1,Stereolab,"electronic, indie, post-rock, alternative, electronica","Broadcast, Pram, Laetitia Sadier, Tortoise, The Sea and Cake, Yo La Tengo, The High Llamas, Deerhunter, Jim O'Rourke, Saint Etienne"
1,Steve Gray,"jazz, funk, library music, instrumental, lounge","David Lindup, Guy Pedersen, James Clarke, Duncan Lamont, Johnny Hawksworth, Simon Haseley, Trevor Bastow, Frank Ricotti, Mike Vickers, Dave Richmond"
1,Suicidal Tendencies,"hardcore, crossover, thrash metal, punk, seen live","D.R.I., Municipal Waste, S.O.D., Biohazard, Nuclear Assault, Body Count, M.O.D., Cro-Mags, Iron Reagan, Agnostic Front"
1,Sun Ra Arkestra,"seen live, jazz, experimental, free jazz, psychedelic","Yochanan, Cosmic Rays, Sun Ra, Sun Ra and His Astro Infinity Arkestra, Idris Ackamoor, Marion Brown, Ahmed Abdullah, David S. Ware, Sun Ra & His Astro-Infinity Arkestra, The Lightmen Plus One"
1,Syd Dale,"lounge, easy listening, space age pop, jazz, library music","Johnny Pearson, Keith Mansfield, Alan Parker, Alan Hawkshaw, Alan Moorhouse, Brian Bennett, Janko Nilovic, Peter Thomas, Hugo Montenegro, Johnny Hawksworth"
1,Tarika Blue,"jazz, soul, trip-hop, acid jazz, female vocalists","Helén Eriksen, Mack Browne & The Brothers, Wee, Nohelani Cypriano, Josef Leimberg, Rare Silk, The Edge Of Daybreak, Arawak, rad., Universal Togetherness Band"
1,Ted Leo and the Pharmacists,"seen live, indie, indie rock, rock, punk","The Thermals, Superchunk, The Hold Steady, The Weakerthans, Titus Andronicus, The New Pornographers, The Wrens, Wolf Parade, Piebald, The Walkmen"
1,Terno Rei,"brazilian, shoegaze, indie, brazil, dream pop","gorduratrans, Não Ao Futebol Moderno, eliminadorzinho, O Terno, Cidade Dormitório, Tim Bernardes, Selvagens à Procura de Lei, Ludovic, Baleia, Rubel"
1,The Antlers,"indie, indie rock, slowcore, seen live, singer-songwriter","The Microphones, Youth Lagoon, Neutral Milk Hotel, Carissa's Wierd, Bright Eyes, The National, Giles Corey, Broken Social Scene, Sufjan Stevens, Okkervil River"
1,The Bangles,"80s, pop, female vocalists, rock, new wave","Susanna Hoffs, The Go-Go's, Belinda Carlisle, Bananarama, Starship, Berlin, Cyndi Lauper, Mr. Mister, Kim Wilde, T'Pau"
1,The Chemical Brothers,"electronic, dance, big beat, electronica, techno","Fatboy Slim, The Prodigy, The Crystal Method, Underworld, Propellerheads, Leftfield, Orbital, Apollo 440, Fluke, Junkie XL"
1,The Concretes,"swedish, indie pop, indie, female vocalists, pop","Taken by Trees, Love Is All, Camera Obscura, Sambassadeur, Saturday Looks Good To Me, El Perro del Mar, Veronica Falls, Club 8, The Essex Green, Suburban Kids with Biblical Names"
1,The Dukes Of Stratosphear,"psychedelic, Neo-Psychedelia, 80s, XTC, alternative","Andy Partridge, The Soft Boys, Squeeze, The Pretty Things, The Electric Prunes, Kevin Ayers, The Move, Rain Parade, Julian Cope, The Church"
1,The Faces,"classic rock, rock, 70s, british, hard rock","Humble Pie, Free, Traffic, Small Faces, Mott the Hoople, Rod Stewart, Little Feat, Derek and the Dominos, Foghat, James Gang"
1,The Fall,"post-punk, new wave, punk, indie, alternative","Public Image Ltd., Wire, Swell Maps, Magazine, The Monochrome Set, The Wedding Present, Josef K, Half Man Half Biscuit, The Birthday Party, Pere Ubu"
1,The Field,"electronic, minimal, minimal techno, techno, ambient","Gas, Pantha du Prince, DJ Koze, Daniel Avery, Matthew Dear, Efdemin, Nathan Fake, Andy Stott, Objekt, Gui Boratto"
1,The Fratellis,"indie, indie rock, british, rock, alternative","Jon Fratelli, Dirty Pretty Things, The Pigeon Detectives, The Kooks, Franz Ferdinand, The Wombats, The Vaccines, Kaiser Chiefs, Hard-Fi, The View"
1,The Game Feat. 50 Cent,"rap, Hip-Hop, Gangsta Rap, west coast, hip hop","Rick Ross, Lloyd Banks, Fabolous, 50 Cent, T.I., Young Jeezy, G-Unit, Nas, Obie Trice, Xzibit"
1,The Grateful Dead,"classic rock, Psychedelic Rock, psychedelic, rock, Jam","Jerry Garcia Band, Jerry Garcia, Phish, Bob Weir, New Riders Of The Purple Sage, The Allman Brothers Band, moe., Little Feat, The String Cheese Incident, The Band"
1,The Heptones,"reggae, rocksteady, ska, roots reggae, dub","Delroy Wilson, Ken Boothe, Alton Ellis, The Mighty Diamonds, Dennis Brown, Sugar Minott, Cornell Campbell, John Holt, Tommy McCook, Johnny Osbourne"
1,The Incredible String Band,"folk, psychedelic folk, psychedelic, folk rock, british folk","Pearls Before Swine, The Pentangle, Donovan, Country Joe & The Fish, Fairport Convention, Sweetwater, Bert Jansch, Kaleidoscope, Steeleye Span, Anne Briggs"
1,The Jahlights,"dub, reggae, trojan, Jamaican Ska, ska","Lloyd's All Stars, Junior Byles & Lee Perry, Scientist & Jammy & The Roots Radics, Thompsons All Stars, Velvet Shadows, Lloyds All Stars, The Observer All Stars, Tommy McCook & The Aggrovators, The G.G. All Stars, Winston Fergus"
1,The Kinks,"classic rock, 60s, rock, british, british invasion","The Byrds, The Who, Small Faces, Ray Davies, The Zombies, The Yardbirds, Dave Davies, The Rolling Stones, The Hollies, The Pretty Things"
1,The Libertines,"indie, indie rock, british, rock, alternative","Babyshambles, Peter Doherty, Dirty Pretty Things, Carl Barât, Carl Barât and the Jackals, The Vaccines, Miles Kane, The View, The Last Shadow Puppets, The Cribs"
1,The Mattson 2,"jazz, Surf, instrumental, surfreedom, USA","Ray Barbee Meets the Mattson 2, Yussef Kamaal, Delvon Lamarr Organ Trio, Joe Armon-Jones, NÉRIJA, Robohands, Christian Scott aTunde Adjuah, BADBADNOTGOOD, Alfa Mist, Brad Mehldau"
1,The Mekons,"post-punk, punk, british, indie, Alt-country","Television Personalities, Magazine, Half Man Half Biscuit, Alternative TV, The Fall, Wire, Gang of Four, The Wedding Present, The Soft Boys, The Monochrome Set"
1,The Millennium,"psychedelic, sunshine pop, 60s, soft rock, baroque pop","Sagittarius, The Free Design, Harpers Bizarre, The Left Banke, The Zombies, The Association, Billy Nicholls, Margo Guryan, The Beach Boys, Van Dyke Parks"
1,The Mountain Goats,"indie, folk, Lo-Fi, seen live, singer-songwriter","The Extra Glenns, Nana Grizol, Okkervil River, Paul Baribeau, The Weakerthans, John Vanderslice, Bright Eyes, The Decemberists, Hop Along, Sufjan Stevens"
1,The O'Jays,"soul, funk, motown, philly soul, rnb","Harold Melvin & The Blue Notes, The Spinners, The Isley Brothers, Teddy Pendergrass, The Stylistics, Gladys Knight & The Pips, The Temptations, The Gap Band, The Dramatics, The Manhattans"
1,The Pipettes,"indie pop, female vocalists, indie, seen live, british","Rose Elinor Dougall, The Long Blondes, Lucky Soul, The Indelicates, The Like, Tilly and the Wall, Saint Etienne, Camera Obscura, Kate Nash, Los Campesinos!"
1,The Pop Group,"post-punk, experimental, Avant-Garde, new wave, punk","Pere Ubu, This Heat, Gang of Four, Swell Maps, Wire, James Chance & The Contortions, Public Image Ltd., Suicide, Minutemen, Chrome"
1,The Professionals,"punk, punk rock, post-punk, british, 80s","The Damned, 999, UK Subs, Neurotic Outsiders, The Lurkers, Chelsea, The Undertones, The Skids, Stiff Little Fingers, Sex Pistols"
1,The Randy Watson Experience,"jazz, soul, keyboardist, nu jazz, electronic","Pete Kuzma, Pharrell & The Yessirs, Jeff Bradshaw, Frank Mccomb, Ben Mi Duck, The Detroit Experiment, Silhouette Brown, The Heritage Orchestra, The Nostalgia 77 Octet, Osunlade Feat. Erro"
1,The Soft Boys,"post-punk, new wave, jangle pop, psychedelic, 80s","The Feelies, XTC, The dB's, Wire, Magazine, Swell Maps, Orange Juice, Mission of Burma, Television Personalities, The Three O'Clock"
1,The Stone Roses,"britpop, indie, madchester, rock, alternative","The Charlatans, Happy Mondays, Ian Brown, Oasis, Inspiral Carpets, Shed Seven, The La's, Ocean Colour Scene, The Verve, Noel Gallagher's High Flying Birds"
1,The Stooges,"punk, proto-punk, Garage Rock, rock, punk rock","Iggy Pop, MC5, The Velvet Underground, Iggy Pop & James Williamson, New York Dolls, Richard Hell and the Voidoids, Lou Reed, The Sonics, Television, Dead Boys"
1,The Stranglers,"new wave, post-punk, punk, rock, 80s","The Undertones, The Skids, The Damned, The Ruts, Buzzcocks, The Jam, Magazine, Ultravox, Stiff Little Fingers, Ian Dury"
1,The Streets,"Hip-Hop, british, seen live, rap, hip hop","Dizzee Rascal, Jamie T, Kano, Plan B, Wiley, Roots Manuva, JME, Loyle Carner, Skepta, Dave"
1,The Treacherous Three,"Hip-Hop, hip hop, old school, rap, oldschool","The Fearless Four, Crash Crew, Busy Bee, Cold Crush Brothers, Treacherous Three, Funky 4 + 1, West Street Mob, Jimmy Spicer, UTFO, Spoonie Gee Meets The Sequence"
1,The Unicorns,"indie, indie pop, indie rock, Lo-Fi, Canadian","Islands, The Microphones, of Montreal, Car Seat Headrest, The Olivia Tremor Control, Sunset Rubdown, Wolf Parade, Neutral Milk Hotel, The Dismemberment Plan, The Apples in Stereo"
1,The Upsetters,"reggae, dub, ska, roots reggae, rocksteady","Lee ""Scratch"" Perry, Lee ""Scratch"" Perry & The Upsetters, Augustus Pablo, King Tubby, Tommy McCook, Keith Hudson, Sly & The Revolutionaries, The Heptones, Junior Murvin, Big Youth"
1,The Walkmen,"seen live, indie, indie rock, rock, alternative","Hamilton Leithauser, Wolf Parade, Clap Your Hands Say Yeah, Spoon, Divine Fits, Okkervil River, British Sea Power, Tapes 'n Tapes, French Kicks, TV on the Radio"
1,The White Stripes,"rock, alternative, alternative rock, indie, indie rock","Jack White, The Raconteurs, The Dead Weather, The Black Keys, The Kills, The Strokes, Black Rebel Motorcycle Club, Pixies, The Hives, Beck"
1,"The Who, The Who",,
1,The Zombies,"60s, classic rock, psychedelic, rock, pop","The Kinks, The Byrds, The Hollies, Love, The Beach Boys, The Pretty Things, The Turtles, Donovan, The Beatles, Small Faces"
1,They Might Be Giants,"alternative, indie, rock, seen live, geek rock","Mono Puff, Lemon Demon, Barenaked Ladies, Soul Coughing, Ben Folds Five, Ween, Fountains of Wayne, John Linnell, Tally Hall, Harvey Danger"
1,Thiago Pethit,"folk, indie, mpb, singer-songwriter, brasil","Tulipa Ruiz, Alice Caymmi, Cícero, Bárbara Eugênia, Filipe Catto, Mahmundi, Marcelo Jeneci, Carne Doce, Vanguart, Céu"
1,Thought Gang,"Soundtrack, acid jazz, free jazz, dark jazz, experimental","Dale Cooper Quartet & The Dictaphones, Alice Coltrane, Sun Ra, The Kilimanjaro Darkjazz Ensemble, Ornette Coleman, Marc Ribot, John Zorn, Matana Roberts, Eric Dolphy, Fire!"
1,Three 6 Mafia,"rap, Hip-Hop, Dirty South, southern rap, hip hop","Koopsta Knicca, Project Pat, Tear da Club Up Thugs, Kingpin Skinny Pimp, DJ Paul, Lord Infamous, Juicy J, Tommy Wright III, SpaceGhostPurrp, UGK"
1,Thundercat,"funk, electronic, jazz, soul, psychedelic","Flying Lotus, The Internet, BADBADNOTGOOD, Kamasi Washington, Anderson .Paak, Phony Ppl, Sampha, Taylor McFerrin, Vulfpeck, Stevie Wonder"
1,Tommy Mcgee,"soul, funk","Martin L. Dumas, Aged in Harmony, The Edge Of Daybreak, Robert Jay, Connie Laverne, Wee, Trevor Dandy, Johnson, Hawkins, Tatum & Durr, Universal Togetherness Band, Supreme Jubilees"
1,Toquinho,"Bossa Nova, mpb, brasil, brazilian, brazil","Vinícius de Moraes, Vinicius de Moraes, Chico Buarque, Baden Powell, Nana Caymmi, João Donato, MPB-4, Antônio Carlos Jobim, Nara Leão, Vinícius"
1,Underdogs,"rapcore, alternative, crossover, post-punk, polish","Joel Stop Him, 8 Degrees, Calm Chaos, Comadose, Dragon Red, Downsiid, PIMP, Bagga Bownz, Seven Hill Psychos, The Almighty Grind"
1,Uniao Black,"funk, world, brazil, brasil, grooveria","Mahlon Stewart, Right Kinda Wrong, Manito, Grupo Arembepe, Orquestra King Combo, Don Salvador, Afrodisiac Soundsystem, Eclipse Soul, Jesus Acosta & The Professionals, Gang Do Tagerela"
1,Us3,"acid jazz, jazz, Hip-Hop, funk, electronic","The Third Degree, Touch and Go, De-Phazz, Lefties Soul Connection, Speedometer, Guru, The Brand New Heavies, Incognito, Gabin, Brooklyn Funk Essentials"
1,Vanessa da Mata,"mpb, female vocalists, brazilian, brasil, Bossa Nova","Maria Bethânia, Adriana Calcanhotto, Marisa Monte, Ana Carolina, Maria Rita, Tribalistas, Maria Gadú, Cássia Eller, Djavan, Tulipa Ruiz"
1,Viktor Vaughn,"Hip-Hop, underground hip-hop, mf doom, hip hop, rap","King Geedorah, MF DOOM, DANGERDOOM, Madvillain, JJ DOOM, KMD, Quasimoto, NehruvianDOOM, Metal Fingers, Cannibal Ox"
1,Violent Femmes,"alternative, rock, indie, alternative rock, 80s","Pixies, Ween, The Replacements, The Breeders, R.E.M., Meat Puppets, The Presidents of the United States of America, Camper Van Beethoven, Soul Coughing, Cake"
1,Vladimir Horowitz,"Classical, piano, pianist, russian, instrumental","Martha Argerich, Sviatoslav Richter, Emil Gilels, Vladimir Ashkenazy, Arthur Rubinstein, Alfred Brendel, Arturo Benedetti Michelangeli, Wilhelm Kempff, Murray Perahia, Maurizio Pollini"
1,Wal Santana,Samba MPB Psychedelic Pop,"Super Som Lord, Andre Mauro, Alma Tropicália, Balança Povo, Watusi, Avan Samba, Pete Dunaway, renata lu, Zeca Do Trombone, Sonia Santos"
1,Walter Alfaiate,"brasil, brazilian, samba, mpb, lusofonia","Luiz Carlos Da Vila, Moacyr Luz, Roberto Ribeiro, Wilson Moreira, Monarco, Cristina Buarque, Nei Lopes, Casquinha, Nelson Sargento, Jovelina Pérola Negra"
1,Walter Franco,"brazilian, psychedelic, mpb, brasil, malditos","Arnaldo Baptista, Sérgio Sampaio, Jorge Mautner, JARDS MACALÉ, Som Imaginário, Arrigo Barnabé, Itamar Assumpção, Erasmo Carlos, Ronnie Von, Taiguara"
1,Warpaint,"psychedelic, indie, seen live, shoegaze, female vocalists","JennyLee, 2:54, Cat Power, Widowspeak, Yeah Yeah Yeahs, Bat for Lashes, Blonde Redhead, Poliça, The Kills, TT"
1,Wavves,"Lo-Fi, noise pop, noise rock, psychedelic, seen live","Bass Drum of Death, together PANGEA, Cloud Nothings, The Orwells, Jay Reatard, Teen Suicide, Surf Curse, Ty Segall, Beach Fossils, Best Coast"
1,Weaves,"seen live, indie, indie rock, canada, electronic","Partner, Deerhoof, Nap Eyes, July Talk, Speedy Ortiz, Born Ruffians, Diet Cig, Thao & The Get Down Stay Down, Dilly Dally, Remember Sports"
1,Weyes Blood,"folk, seen live, psychedelic, psychedelic folk, art pop","Angel Olsen, Big Thief, Caroline Polachek, Julia Jacklin, Aldous Harding, Jessica Pratt, Sharon Van Etten, Cate le Bon, Stella Donnelly, Kelsey Lu"
1,White Lung,"punk, punk rock, post-punk, female vocalists, Canadian","Perfect Pussy, Fucked Up, Screaming Females, Priests, Hot Snakes, METZ, Iceage, The Coathangers, Wipers, Beach Slang"
1,Wings,"classic rock, rock, 70s, british, pop","Paul McCartney, Paul McCartney & Wings, Ringo Starr, Paul & Linda McCartney, George Harrison, John Lennon, The Beatles, The Fireman, Badfinger, John Lennon & Yoko Ono"
1,World Party,"alternative, rock, seen live, british, britpop","The Soup Dragons, The Waterboys, Squeeze, Big Country, Michael Penn, The The, The Smithereens, Love And Rockets, Robyn Hitchcock and The Egyptians, Big Audio Dynamite"
1,WOW,"chinese, electro, gospel, C-pop, cpop","Cosmetic, Drink To Me, Sick Tamburo, Gazebo Penguins, 曹格, Havah, Altro, 南拳媽媽, 胡彥斌, Distanti"
1,Ximena Sariñana,"pop, female vocalists, indie, alternative, Latin Rock","Natalia Lafourcade, Julieta Venegas, Carla Morrison, Belanova, Hello Seahorse!, Natalia y La Forquetina, Paty Cantú, Paulina Rubio, Javiera Mena, Little Jesus"
